"state","zcta5","cbsa10","stab","cbsaname10","zipname","pop10","afact"
"01","35746","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Fackler, AL",856,1
"01","35747","10700","AL","Albertville, AL Micropolitan Statistical Area","Grant, AL",5901,1
"01","35748","26620","AL","Huntsville, AL Metropolitan Statistical Area","Gurley, AL",6100,0.972
"01","35748","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Gurley, AL",176,0.028
"01","35749","26620","AL","Huntsville, AL Metropolitan Statistical Area","Harvest, AL",20575,1
"01","35750","26620","AL","Huntsville, AL Metropolitan Statistical Area","Hazel Green, AL",12783,1
"01","35751","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Hollytree, AL (PO Boxes)",265,1
"01","35752","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Hollywood, AL",2047,1
"01","35754","10700","AL","Albertville, AL Micropolitan Statistical Area","Laceys Spring, AL",70,0.013
"01","35754","19460","AL","Decatur, AL Metropolitan Statistical Area","Laceys Spring, AL",5292,0.987
"01","35755","10700","AL","Albertville, AL Micropolitan Statistical Area","Langston, AL",318,0.543
"01","35755","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Langston, AL",268,0.457
"01","35756","26620","AL","Huntsville, AL Metropolitan Statistical Area","Madison, AL",9016,1
"01","35757","26620","AL","Huntsville, AL Metropolitan Statistical Area","Madison, AL",12840,1
"01","35758","26620","AL","Huntsville, AL Metropolitan Statistical Area","Madison, AL",41875,1
"01","35759","26620","AL","Huntsville, AL Metropolitan Statistical Area","Meridianville, AL",6406,1
"01","35760","10700","AL","Albertville, AL Micropolitan Statistical Area","New Hope, AL",186,0.037
"01","35760","26620","AL","Huntsville, AL Metropolitan Statistical Area","New Hope, AL",4879,0.963
"01","35761","26620","AL","Huntsville, AL Metropolitan Statistical Area","New Market, AL",11630,1
"01","35763","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",14216,1
"01","35764","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Paint Rock, AL",653,1
"01","35765","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Pisgah, AL",229,0.057
"01","35765","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Pisgah, AL",3784,0.943
"01","35766","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Princeton, AL (PO Boxes)",150,1
"01","35768","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Scottsboro, AL",11581,1
"01","35769","10700","AL","Albertville, AL Micropolitan Statistical Area","Scottsboro, AL",1772,0.186
"01","35769","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Scottsboro, AL",7765,0.814
"01","35771","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Section, AL",116,0.032
"01","35771","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Section, AL",3529,0.968
"01","35772","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Stevenson, AL",4908,1
"01","35773","26620","AL","Huntsville, AL Metropolitan Statistical Area","Toney, AL",13018,1
"01","35774","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Trenton, AL (PO Boxes)",165,1
"01","35775","19460","AL","Decatur, AL Metropolitan Statistical Area","Valhermoso Springs, AL",636,1
"01","35776","10700","AL","Albertville, AL Micropolitan Statistical Area","Woodville, AL",388,0.114
"01","35776","26620","AL","Huntsville, AL Metropolitan Statistical Area","Woodville, AL",38,0.011
"01","35776","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Woodville, AL",2969,0.875
"01","35801","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",21509,1
"01","35802","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",21297,1
"01","35803","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",25471,1
"01","35805","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",22498,1
"01","35806","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",18951,1
"01","35808","26620","AL","Huntsville, AL Metropolitan Statistical Area","Redstone Arsenal, AL",1946,1
"01","35810","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",30617,1
"01","35811","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",25955,1
"01","35816","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",15228,1
"01","35824","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",6070,1
"01","35896","26620","AL","Huntsville, AL Metropolitan Statistical Area","Huntsville, AL",636,1
"01","35901","23460","AL","Gadsden, AL Metropolitan Statistical Area","Gadsden, AL",19988,0.997
"01","35901","99999","AL","99999","Gadsden, AL",57,0.003
"01","35903","23460","AL","Gadsden, AL Metropolitan Statistical Area","Gadsden, AL",18045,0.998
"01","35903","99999","AL","99999","Gadsden, AL",43,0.002
"01","35904","23460","AL","Gadsden, AL Metropolitan Statistical Area","Gadsden, AL",14194,1
"01","35905","11500","AL","Anniston-Oxford, AL Metropolitan Statistical Area","Glencoe, AL",727,0.113
"01","35905","23460","AL","Gadsden, AL Metropolitan Statistical Area","Glencoe, AL",5683,0.887
"01","35906","23460","AL","Gadsden, AL Metropolitan Statistical Area","Rainbow City, AL",9897,1
"01","35907","23460","AL","Gadsden, AL Metropolitan Statistical Area","Southside, AL",8345,1
"01","35950","10700","AL","Albertville, AL Micropolitan Statistical Area","Albertville, AL",20826,1
"01","35951","10700","AL","Albertville, AL Micropolitan Statistical Area","Albertville, AL",11178,0.853
"01","35951","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Albertville, AL",1920,0.147
"01","35952","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Altoona, AL",3097,0.401
"01","35952","23460","AL","Gadsden, AL Metropolitan Statistical Area","Altoona, AL",4630,0.599
"01","35953","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Ashville, AL",7319,1
"01","35954","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Attalla, AL",76,0.006
"01","35954","23460","AL","Gadsden, AL Metropolitan Statistical Area","Attalla, AL",12340,0.994
"01","35956","23460","AL","Gadsden, AL Metropolitan Statistical Area","Whitesboro, AL",8842,1
"01","35957","10700","AL","Albertville, AL Micropolitan Statistical Area","Boaz, AL",13447,0.857
"01","35957","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Boaz, AL",379,0.024
"01","35957","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Boaz, AL",1867,0.119
"01","35958","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Bryant, AL",3582,1
"01","35959","99999","AL","99999","Cedar Bluff, AL",4836,1
"01","35960","99999","AL","99999","Centre, AL",10087,1
"01","35961","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Collinsville, AL",5444,0.836
"01","35961","23460","AL","Gadsden, AL Metropolitan Statistical Area","Collinsville, AL",464,0.071
"01","35961","99999","AL","99999","Collinsville, AL",606,0.093
"01","35962","10700","AL","Albertville, AL Micropolitan Statistical Area","Crossville, AL",429,0.052
"01","35962","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Crossville, AL",7871,0.948
"01","35963","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Dawson, AL",1704,1
"01","35966","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Flat Rock, AL",1311,0.335
"01","35966","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Flat Rock, AL",2603,0.665
"01","35967","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Fort Payne, AL",16292,0.98
"01","35967","99999","AL","99999","Fort Payne, AL",338,0.02
"01","35968","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Fort Payne, AL",4575,1
"01","35971","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Fyffe, AL",4914,1
"01","35972","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Gallant, AL",227,0.199
"01","35972","23460","AL","Gadsden, AL Metropolitan Statistical Area","Gallant, AL",912,0.801
"01","35973","99999","AL","99999","Gaylesville, AL",2870,1
"01","35974","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Geraldine, AL",1589,1
"01","35975","10700","AL","Albertville, AL Micropolitan Statistical Area","Groveoak, AL (PO Boxes)",96,0.091
"01","35975","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Groveoak, AL (PO Boxes)",962,0.909
"01","35976","10700","AL","Albertville, AL Micropolitan Statistical Area","Guntersville, AL",15891,0.977
"01","35976","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Guntersville, AL",357,0.022
"01","35976","18980","AL","Cullman, AL Micropolitan Statistical Area","Guntersville, AL",24,0.001
"01","35978","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Henagar, AL",4373,0.811
"01","35978","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Henagar, AL",1017,0.189
"01","35979","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Higdon, AL",829,0.593
"01","35979","42460","AL","Scottsboro, AL Micropolitan Statistical Area","Higdon, AL",569,0.407
"01","35980","10700","AL","Albertville, AL Micropolitan Statistical Area","Horton, AL",3931,0.762
"01","35980","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Horton, AL",1230,0.238
"01","35981","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Ider, AL",2141,1
"01","35983","99999","AL","99999","Leesburg, AL",3738,1
"01","35984","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Mentone, AL",1639,0.868
"01","35984","99999","AL","99999","Mentone, AL",250,0.132
"01","35986","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Rainsville, AL",7744,1
"01","35987","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Steele, AL",2666,1
"01","35988","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Sylvania, AL",1940,1
"01","35989","22840","AL","Fort Payne, AL Micropolitan Statistical Area","Valley Head, AL",3573,1
"01","35990","23460","AL","Gadsden, AL Metropolitan Statistical Area","Walnut Grove, AL",38,1
"01","36003","33860","AL","Montgomery, AL Metropolitan Statistical Area","Autaugaville, AL",1975,1
"01","36005","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Banks, AL",9,0.006
"01","36005","45980","AL","Troy, AL Micropolitan Statistical Area","Banks, AL",1099,0.722
"01","36005","99999","AL","99999","Banks, AL",414,0.272
"01","36006","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Billingsley, AL",319,0.243
"01","36006","33860","AL","Montgomery, AL Metropolitan Statistical Area","Billingsley, AL",994,0.757
"01","36009","21460","AL","Enterprise-Ozark, AL Micropolitan Statistical Area","Brantley, AL",64,0.025
"01","36009","99999","AL","99999","Brantley, AL",2502,0.975
"01","36010","21460","AL","Enterprise-Ozark, AL Micropolitan Statistical Area","Brundidge, AL",715,0.153
"01","36010","45980","AL","Troy, AL Micropolitan Statistical Area","Brundidge, AL",3962,0.847
"01","36013","33860","AL","Montgomery, AL Metropolitan Statistical Area","Pike Road, AL",562,1
"01","36016","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Clayton, AL",5150,1
"01","36017","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Clio, AL",3318,1
"01","36020","33860","AL","Montgomery, AL Metropolitan Statistical Area","Coosada, AL",1123,1
"01","36022","33860","AL","Montgomery, AL Metropolitan Statistical Area","Deatsville, AL",13092,1
"01","36024","33860","AL","Montgomery, AL Metropolitan Statistical Area","Eclectic, AL",5428,1
"01","36025","33860","AL","Montgomery, AL Metropolitan Statistical Area","Elmore, AL",5729,1
"01","36026","10760","AL","Alexander City, AL Micropolitan Statistical Area","Equality, AL",759,0.697
"01","36026","33860","AL","Montgomery, AL Metropolitan Statistical Area","Equality, AL",330,0.303
"01","36027","17980","AL","Columbus, GA-AL Metropolitan Statistical Area","Eufaula, AL",115,0.007
"01","36027","20020","AL","Dothan, AL Metropolitan Statistical Area","Eufaula, AL",68,0.004
"01","36027","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Eufaula, AL",16078,0.989
"01","36028","99999","AL","99999","Dozier, AL",1746,1
"01","36029","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Fitzpatrick, AL",151,0.209
"01","36029","99999","AL","99999","Fitzpatrick, AL",572,0.791
"01","36030","99999","AL","99999","Forest Home, AL",491,1
"01","36031","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Fort Davis, AL (PO Boxes)",156,1
"01","36032","33860","AL","Montgomery, AL Metropolitan Statistical Area","Fort Deposit, AL",1979,0.846
"01","36032","99999","AL","99999","Fort Deposit, AL",360,0.154
"01","36033","99999","AL","99999","Georgiana, AL",4299,1
"01","36034","21460","AL","Enterprise-Ozark, AL Micropolitan Statistical Area","Glenwood, AL",187,0.232
"01","36034","45980","AL","Troy, AL Micropolitan Statistical Area","Glenwood, AL",390,0.483
"01","36034","99999","AL","99999","Glenwood, AL",230,0.285
"01","36035","45980","AL","Troy, AL Micropolitan Statistical Area","Goshen, AL",1616,0.845
"01","36035","99999","AL","99999","Goshen, AL",297,0.155
"01","36036","33860","AL","Montgomery, AL Metropolitan Statistical Area","Grady, AL",1407,0.702
"01","36036","99999","AL","99999","Grady, AL",596,0.298
"01","36037","99999","AL","99999","Greenville, AL",14074,1
"01","36038","99999","AL","99999","Gantt, AL (PO Boxes)",57,1
"01","36039","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Hardaway, AL",253,1
"01","36040","33860","AL","Montgomery, AL Metropolitan Statistical Area","Hayneville, AL",3976,1
"01","36041","33860","AL","Montgomery, AL Metropolitan Statistical Area","Highland Home, AL",22,0.017
"01","36041","99999","AL","99999","Highland Home, AL",1296,0.983
"01","36042","99999","AL","99999","Honoraville, AL",1500,1
"01","36043","33860","AL","Montgomery, AL Metropolitan Statistical Area","Hope Hull, AL",3666,1
"01","36046","33860","AL","Montgomery, AL Metropolitan Statistical Area","Lapine, AL",556,0.373
"01","36046","99999","AL","99999","Lapine, AL",934,0.627
"01","36047","33860","AL","Montgomery, AL Metropolitan Statistical Area","Letohatchee, AL",1396,1
"01","36048","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Louisville, AL",1459,1
"01","36049","45980","AL","Troy, AL Micropolitan Statistical Area","Luverne, AL",75,0.013
"01","36049","99999","AL","99999","Luverne, AL",5631,0.987
"01","36051","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Marbury, AL",396,0.172
"01","36051","33860","AL","Montgomery, AL Metropolitan Statistical Area","Marbury, AL",1908,0.828
"01","36052","33860","AL","Montgomery, AL Metropolitan Statistical Area","Mathews, AL (PO Boxes)",722,0.977
"01","36052","99999","AL","99999","Mathews, AL (PO Boxes)",17,0.023
"01","36053","21640","AL","Eufaula, AL-GA Micropolitan Statistical Area","Midway, AL",695,0.353
"01","36053","99999","AL","99999","Midway, AL",1272,0.647
"01","36054","33860","AL","Montgomery, AL Metropolitan Statistical Area","Millbrook, AL",15066,1
"01","36064","33860","AL","Montgomery, AL Metropolitan Statistical Area","Pike Road, AL",6753,1
"01","36066","33860","AL","Montgomery, AL Metropolitan Statistical Area","Prattville, AL",19089,1
"01","36067","33860","AL","Montgomery, AL Metropolitan Statistical Area","Prattville, AL",26954,1
"01","36069","33860","AL","Montgomery, AL Metropolitan Statistical Area","Ramer, AL",1848,0.955
"01","36069","45980","AL","Troy, AL Micropolitan Statistical Area","Ramer, AL",87,0.045
"01","36071","99999","AL","99999","Rutledge, AL",766,1
"01","36075","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Shorter, AL",2226,1
"01","36078","10760","AL","Alexander City, AL Micropolitan Statistical Area","Tallassee, AL",4737,0.359
"01","36078","33860","AL","Montgomery, AL Metropolitan Statistical Area","Tallassee, AL",8442,0.641
"01","36079","21460","AL","Enterprise-Ozark, AL Micropolitan Statistical Area","Troy, AL",338,0.036
"01","36079","45980","AL","Troy, AL Micropolitan Statistical Area","Troy, AL",9001,0.964
"01","36080","10760","AL","Alexander City, AL Micropolitan Statistical Area","Titus, AL",8,0.004
"01","36080","33860","AL","Montgomery, AL Metropolitan Statistical Area","Titus, AL",2263,0.996
"01","36081","45980","AL","Troy, AL Micropolitan Statistical Area","Troy, AL",15002,0.983
"01","36081","99999","AL","99999","Troy, AL",265,0.017
"01","36082","45980","AL","Troy, AL Micropolitan Statistical Area","Troy, AL",1667,1
"01","36083","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Tuskegee, AL",9563,1
"01","36088","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Tuskegee, AL",4767,1
"01","36089","46260","AL","Tuskegee, AL Micropolitan Statistical Area","Union Springs, AL",419,0.048
"01","36089","99999","AL","99999","Union Springs, AL",8341,0.952
"01","36091","10760","AL","Alexander City, AL Micropolitan Statistical Area","Verbena, AL",41,0.011
"01","36091","13820","AL","Birmingham-Hoover, AL Metropolitan Statistical Area","Verbena, AL",3261,0.894
"01","36091","33860","AL","Montgomery, AL Metropolitan Statistical Area","Verbena, AL",346,0.095
"01","36092","33860","AL","Montgomery, AL Metropolitan Statistical Area","Wetumpka, AL",20274,1
"01","36093","33860","AL","Montgomery, AL Metropolitan Statistical Area","Redland, AL",9456,1
"01","36104","33860","AL","Montgomery, AL Metropolitan Statistical Area","Montgomery, AL",9468,1
